row_number_from_source_file,region_code,division_code,municipality_code,full_division_code,full_municipality_code,beis_school_id,implementing_unit,modified_coc,school_type,enroll_g7_m,enroll_g7_f,enroll_g8_m,enroll_g8_f,enroll_g9_m,enroll_g9_f,enroll_g10_m,enroll_g10_f,enroll_sn_ed_ngjhs_m,enroll_sn_ed_ngjhs_f,enroll_total_jhs_m,enroll_total_jhs_f,enroll_total_jhs_all,dropout_rate_g7_m,dropout_rate_g7_f,dropout_rate_g8_m,dropout_rate_g8_f,dropout_rate_g9_m,dropout_rate_g9_f,dropout_rate_g10_m,dropout_rate_g10_f,dropout_rate_sn_ed_ngjhs_m,dropout_rate_sn_ed_ngjhs_f,dropout_rate_total_jhs_m,dropout_rate_total_jhs_f,dropout_rate_total_jhs_all,jhs_instructional_rooms,jhs_classroom_ratio,jhs_seats,jhs_seat_ratio,jhs_toilet,jhs_toilet_ratio,jhs_computer,jhs_computer_ratio,jhs_teacher,jhs_teacher_ratio,cancel_2016,cancel_2017,cancel_2018,cancel_2019,cancel_2020,cancel_2021,cancel_2022,cancel_2023,cancel_total_20162023,cancel_average_20162023,pilot_cancel,pilot_ratio,pilot_shift,randomized_eval_id,rev_status
2026,11,2,3,1102,110203,305772,0,4,1,8,3,12,8,8,6,11,13,0,0,39,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17.25,21,3.29,2,34.5,20,3.4499999999999997,1,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2027,11,2,4,1102,110204,305778,0,4,1,17,11,12,15,21,10,20,11,0,0,70,47,117,0.058800000000000005,0,0.0833,0,0.0476,0,0.1,0,0,0,0.0714,0,0.0427,3,39,164,0.71,8,14.629999999999999,30,3.9,1,117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2028,11,2,4,1102,110204,501769,0,3,1,18,5,8,17,10,13,9,14,0,0,45,49,94,0,0,0,0,0.1,0,0,0,0,0,0.022199999999999998,0,0.0106,4,23.5,0,0,0,0,20,4.7,2,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2029,11,2,4,1102,110204,501774,0,3,1,26,14,21,23,16,19,17,11,0,0,80,67,147,0.1154,0,0,0,0,0.1053,0.058800000000000005,0,0,0,0.05,0.0299,0.0408,1,147,28,5.25,1,147,25,5.88,2,73.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2030,11,2,6,1102,110206,300667,0,2,1,36,26,36,32,28,34,31,30,0,0,131,122,253,0.25,0,0,0,0.14290000000000003,0.058800000000000005,0.0968,0,0,0,0.12210000000000001,0.0164,0.07110000000000001,4,65.6,186,1.36,4.63,54.67,82,3.09,6,42.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2031,11,2,6,1102,110206,501778,0,3,1,11,9,6,9,12,3,6,1,0,0,35,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14.25,81,0.7,0,0,25,2.2800000000000002,1,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2032,11,2,7,1102,110207,501365,0,3,1,28,21,31,28,30,20,27,22,0,0,116,91,207,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,0,0,6,34.5,50,4.14,4,51.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2033,11,2,8,1102,110208,305773,0,4,1,13,10,15,11,10,7,10,17,0,0,48,45,93,0.07690000000000001,0,0,0,0,0,0,0.058800000000000005,0,0,0.0208,0.022199999999999998,0.021500000000000002,1,93,94,0.99,3,31,0,0,2,46.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2034,11,3,4,1103,110304,341449,0,2,1,25,8,19,11,30,19,44,10,0,0,118,48,166,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,640,0.26,6.44,25.779999999999998,23,7.22,2,83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2035,11,3,1,1103,110301,501077,0,1,1,37,29,50,42,47,46,46,38,2,2,182,157,339,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141,80,4.23,0.8,423,0,0,7,48.43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2036,11,3,1,1103,110301,502244,0,3,1,22,19,32,26,23,29,15,13,0,0,92,87,179,0.0455,0,0,0,0.08700000000000001,0.0345,0,0,0,0,0.032600000000000004,0.0115,0.0223,2,89.5,90,1.99,2,89.5,18,9.94,1,179,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2037,11,3,2,1103,110302,501766,0,1,1,14,11,21,16,11,16,11,12,0,0,57,55,112,0.0714,0,0,0,0,0,0,0,0,0,0.0175,0,0.0089,2,72.5,49,2.27,3.09,36.25,23,4.87,2,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2038,11,3,3,1103,110303,305844,0,4,1,28,20,24,31,30,29,33,31,0,0,115,111,226,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56.5,200,1.1300000000000001,3,75.33,21,10.76,3,75.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2038,0
2039,11,3,5,1103,110305,501076,0,3,1,5,4,8,10,11,7,2,7,0,0,26,28,54,0,0.25,0.125,0,0,0,0,0,0,0,0.0385,0.035699999999999996,0.037,3,18,52,1.04,2,27,22,2.4499999999999997,1,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2039,0
2040,11,3,5,1103,110305,501763,0,3,1,20,20,9,21,12,17,10,10,0,0,51,68,119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,0,0,0,0,0,0,1,119,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2040,0
2041,11,3,6,1103,110306,501074,0,1,2,24,26,28,28,20,19,14,18,0,0,86,91,177,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26.779999999999998,92,1.93,11.75,15.06,6,29.5,3,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2041,0
2042,11,4,2,1104,110402,305509,0,2,1,43,41,54,53,78,65,54,53,0,0,229,212,441,0.06979999999999999,0,0,0,0,0,0.0926,0.0377,0,0,0.0349,0.009399999999999999,0.022699999999999998,9,46.5,0,0,4.74,93,21,21,11,40.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2043,11,6,8,1106,110608,305517,0,4,1,23,25,19,25,23,27,20,18,0,0,85,95,180,0.08700000000000001,0,0.2632,0.08,0.043500000000000004,0,0,0,0,0,0.0941,0.0211,0.055600000000000004,4,45,100,1.8,4,45,0,0,3,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2043,0
2044,11,6,6,1106,110606,306086,0,4,1,9,11,12,11,0,0,0,0,0,0,21,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.75,33,1.3,16,2.69,0,0,1,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2044,0
2045,11,1,1,1101,110101,305498,0,2,1,25,18,20,16,30,37,42,28,0,0,117,99,216,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33.63,145,1.49,8.03,26.9,20,10.8,4,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2045,0
2046,11,1,1,1101,110101,316205,0,2,1,54,54,63,74,42,61,48,48,0,0,207,237,444,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40.14,332,1.34,22.12,20.07,82,5.41,7,63.43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2047,11,1,1,1101,110101,304351,0,2,2,34,29,40,50,51,35,37,42,0,0,162,156,318,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29.330000000000002,658,0.48000000000000004,26.74,11.89,100,3.18,1,318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2048,11,1,1,1101,110101,305669,0,4,1,15,9,15,22,16,20,20,18,0,0,66,69,135,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.75,200,0.6799999999999999,24,5.63,0,0,2,67.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2048,0
2049,11,1,1,1101,110101,501405,0,3,1,30,15,23,31,28,20,19,19,0,0,100,85,185,0.0333,0,0,0,0,0,0.1053,0.1053,0,0,0.03,0.0235,0.027,5,37,220,0.8400000000000001,7,26.43,0,0,3,61.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2049,0
2050,11,1,1,1101,110101,305504,0,2,1,92,83,114,103,114,113,111,95,0,0,431,394,825,0,0,0,0,0,0,0,0,0,0,0,0,0,13,65.44000000000001,587,1.41,5.52,149.57,46,17.93,14,58.93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2051,11,1,1,1101,110101,501065,0,3,1,63,55,58,49,63,55,39,56,0,0,223,215,438,0.127,0.0182,0.0517,0,0.0794,0.05450000000000001,0.07690000000000001,0.017900000000000003,0,0,0.08520000000000001,0.0233,0.05480000000000001,9,48.67,409,1.07,20,21.9,0,0,9,48.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2051,0
2052,11,1,1,1101,110101,502020,0,3,1,32,34,33,27,42,44,36,28,0,0,143,133,276,0.0938,0,0.0606,0,0.023799999999999998,0.0455,0,0.035699999999999996,0,0,0.042,0.0226,0.032600000000000004,1,276,50,5.52,2,138,0,0,1,276,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2053,11,1,1,1101,110101,305505,0,2,1,15,11,27,16,19,32,25,20,0,0,86,79,165,0,0,0.037,0.0625,0.05260000000000001,0.0313,0,0,0,0,0.0233,0.025300000000000003,0.0242,3,58,185,0.89,2.84,58,5,33,2,82.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2054,11,1,1,1101,110101,305884,0,4,1,45,28,61,48,51,43,31,46,1,1,189,166,355,0,0.035699999999999996,0.0328,0.0208,0.0392,0,0,0,0,0,0.0212,0.012,0.016900000000000002,8,44.379999999999995,344,1.03,20,17.75,0,0,1,355,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2054,0
2055,11,1,1,1101,110101,305500,0,4,1,10,11,20,13,12,11,12,7,0,0,54,42,96,0,0.0909,0.05,0,0,0,0,0.14290000000000003,0,0,0.018500000000000003,0.0476,0.0313,4,24,85,1.1300000000000001,14,6.859999999999999,3,32,2,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2055,1
2056,11,1,1,1101,110101,501064,0,3,1,17,9,19,10,13,13,9,13,0,0,58,45,103,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25.75,120,0.8600000000000001,2,51.5,0,0,2,51.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2057,11,1,1,1101,110101,501071,0,3,1,10,9,14,16,13,10,10,7,0,0,47,42,89,0.1,0,0.14290000000000003,0.0625,0,0,0.1,0,0,0,0.08510000000000001,0.023799999999999998,0.0562,2,44.5,60,1.48,3,29.67,0,0,2,44.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2057,0
2058,11,1,1,1101,110101,301716,0,2,1,42,35,25,28,34,26,30,28,0,0,131,117,248,0.0476,0.0286,0.04,0.035699999999999996,0.058800000000000005,0,0,0.035699999999999996,0,0,0.0382,0.0256,0.0323,5,45.879999999999995,225,1.1,4.73,52.43,2,124,6,41.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2059,11,1,1,1101,110101,305655,0,4,1,5,10,14,11,8,11,4,13,0,0,31,45,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,103,0.74,1,76,0,0,1,76,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2059,1
2060,11,1,1,1101,110101,305657,0,2,1,18,19,31,24,22,17,14,14,0,0,85,74,159,0.2222,0,0.0968,0.0417,0.1818,0,0.0714,0,0,0,0.14120000000000002,0.013500000000000002,0.0818,4,38,136,1.1700000000000002,5.02,31.67,2,79.5,2,79.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2061,11,1,1,1101,110101,305660,0,4,1,21,25,16,22,25,18,14,16,0,0,76,81,157,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39.25,199,0.7899999999999999,4,39.25,0,0,3,52.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2061,0
2062,11,1,1,1101,110101,305661,0,2,1,17,12,20,19,6,11,5,8,0,0,48,50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23.830000000000002,171,0.5700000000000001,12.34,7.94,2,49,2,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2063,11,1,1,1101,110101,305662,0,4,1,28,26,22,18,15,22,13,16,0,0,78,82,160,0.035699999999999996,0,0.0909,0.055600000000000004,0.06670000000000001,0.0455,0.15380000000000002,0,0,0,0.07690000000000001,0.0244,0.05,4,40,126,1.27,14,11.43,1,160,3,53.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2063,0
2064,11,1,1,1101,110101,305664,0,4,1,14,16,13,6,16,20,13,9,0,0,56,51,107,0,0,0.07690000000000001,0,0,0,0,0,0,0,0.017900000000000003,0,0.0093,2,53.5,72,1.49,2,53.5,0,0,1,107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2065,11,1,1,1101,110101,305665,0,4,1,7,14,11,16,13,16,10,5,0,0,41,51,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,100,0.92,2,46,0,0,1,92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2065,0
2066,11,1,1,1101,110101,305889,0,2,1,25,23,26,17,28,23,16,8,0,0,95,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,66,2.51,3.77,44,0,0,1,166,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2066,0
2067,11,1,1,1101,110101,300557,0,2,1,168,146,197,235,248,202,164,157,2,1,779,741,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,20,74.88,309,4.92,32.99,46.08,95,16,26,58.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2068,11,1,1,1101,110101,305667,0,4,1,35,40,56,35,45,43,40,31,0,0,176,149,325,0.057100000000000005,0.05,0,0.0286,0,0,0.05,0.0323,0,0,0.022699999999999998,0.0268,0.0246,3,108.33,350,0.93,2,162.5,12,27.08,7,46.43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2069,11,1,1,1101,110101,501406,0,3,1,27,23,48,36,24,30,26,31,0,0,125,120,245,0,0,0.0208,0.0278,0.0417,0,0,0,0,0,0.016,0.0083,0.0122,6,40.83,189,1.3,14,17.5,4,61.25,6,40.83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2070,11,1,1,1101,110101,305506,0,4,1,8,14,8,8,12,12,7,12,0,0,35,46,81,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20.25,60,1.35,3,27,3,27,2,40.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2070,0
2071,11,1,1,1101,110101,305590,0,2,1,21,24,22,23,16,25,17,27,0,0,76,99,175,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37.67,179,0.98,6.1899999999999995,28.25,2,87.5,2,87.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2072,11,1,1,1101,110101,305649,0,2,1,13,19,17,19,14,22,15,12,0,0,59,72,131,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.5,76,1.73,3.2600000000000002,40.2,2,65.5,2,65.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2073,11,1,1,1101,110101,305651,0,4,1,16,14,24,13,25,22,19,8,0,0,84,57,141,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,380,0.37,11,12.82,2,70.5,1,141,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2073,0
2074,11,1,1,1101,110101,501404,0,3,1,15,13,5,14,19,15,14,14,0,0,53,56,109,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21.8,200,0.55,9,12.11,0,0,2,54.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2074,0
2075,11,1,1,1101,110101,502021,0,3,1,19,20,27,24,19,19,12,11,0,0,77,74,151,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37.75,0,0,1,151,0,0,3,50.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2076,11,1,1,1101,110101,502186,0,3,1,7,5,6,12,7,12,4,3,0,0,24,32,56,0.14290000000000003,0.2,0,0,0,0,0,0,0,0,0.0417,0.0313,0.035699999999999996,4,14,40,1.4,11,5.09,0,0,1,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2076,0
2077,11,1,1,1101,110101,501066,0,3,1,11,16,7,17,19,17,16,7,0,0,53,57,110,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,112,0.98,1,110,0,0,1,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2078,11,1,1,1101,110101,501067,0,3,1,73,82,112,104,102,83,67,97,1,0,355,366,721,0,0,0,0,0,0,0,0,0,0,0,0,0,2,360.5,80,9.01,2,360.5,0,0,9,80.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2079,11,1,1,1101,110101,501408,0,3,1,33,21,40,31,37,33,23,36,0,0,133,121,254,0,0,0.025,0,0,0,0,0,0,0,0.0075,0,0.0039,2,127,289,0.88,4,63.5,0,0,4,63.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2080,11,1,1,1101,110101,305507,0,2,1,68,68,87,93,89,68,67,69,0,0,311,298,609,0.0294,0,0.0115,0.021500000000000002,0.0112,0,0.0299,0.043500000000000004,0,0,0.0193,0.0168,0.0181,17,35.190000000000005,1191,0.51,59.33,10.26,40,15.229999999999999,8,76.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2081,11,1,1,1101,110101,305641,0,2,1,72,45,64,40,55,68,65,60,0,0,256,213,469,0.0278,0,0.0313,0,0,0.0147,0,0,0,0,0.0156,0.0047,0.0107,4,121.2,494,0.9500000000000001,26.310000000000002,17.82,0,0,11,42.64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2082,11,1,1,1101,110101,305890,0,4,1,33,18,36,23,40,25,29,37,0,0,138,103,241,0,0,0.0278,0,0.025,0,0,0,0,0,0.0145,0,0.0083,3,80.33,144,1.6700000000000002,9,26.779999999999998,9,26.779999999999998,1,241,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2083,11,1,1,1101,110101,305499,0,4,1,93,84,90,88,88,81,93,88,0,0,364,341,705,0,0,0,0,0.011399999999999999,0,0,0.011399999999999999,0,0,0.0027,0.0029,0.0028,2,352.5,200,3.53,2,352.5,59,11.950000000000001,8,88.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2084,11,1,1,1101,110101,305666,0,4,1,66,62,97,79,93,81,69,90,0,0,325,312,637,0.0152,0.0161,0,0,0.0108,0.0247,0.058,0,0,0,0.018500000000000003,0.0096,0.0141,6,106.16999999999999,663,0.96,8,79.63,46,13.850000000000001,13,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2085,11,7,1,1107,110701,316302,0,2,1,106,87,146,99,133,114,100,119,0,0,485,419,904,0,0,0.0274,0.0101,0.0075,0,0.02,0,0,0,0.0144,0.0024000000000000002,0.0088,21,43.17,343,2.63,30.02,30.12,31,29.16,17,53.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2086,11,7,1,1107,110701,316303,0,4,1,26,28,26,30,25,25,32,22,0,0,109,105,214,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26.75,259,0.8300000000000001,18,11.89,57,3.75,4,53.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2086,0
2087,11,7,1,1107,110701,316301,0,4,1,86,62,88,89,78,90,72,83,0,0,324,324,648,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49.849999999999994,350,1.85,11,58.91,208,3.12,11,58.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2087,0
2088,11,7,1,1107,110701,316304,0,2,1,32,37,37,41,38,37,31,36,0,0,138,151,289,0.125,0.027,0.1622,0.07320000000000002,0.05260000000000001,0,0,0,0,0,0.08700000000000001,0.026500000000000003,0.0554,8,35.9,126,2.3,1.61,179.5,113,2.56,6,48.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2088,0
2089,11,10,1,1110,111001,305681,0,2,1,105,89,93,90,85,89,90,61,0,0,373,329,702,0.0095,0,0,0,0,0,0,0,0,0,0.0027,0,0.0014,20,35.71,374,1.8800000000000001,29.02,24.19,0,0,15,46.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2089,0
2090,11,10,1,1110,111001,305843,0,4,1,22,19,27,22,25,24,22,21,0,0,96,86,182,0,0,0.1111,0,0,0,0,0,0,0,0.0313,0,0.0165,5,36.4,282,0.65,6,30.330000000000002,2,91,4,45.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2090,0
2091,11,10,1,1110,111001,305965,0,4,1,46,25,34,24,24,22,33,22,0,0,137,93,230,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,257,0.89,17,13.53,0,0,1,230,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2091,0
2092,11,10,1,1110,111001,316405,0,2,1,45,41,48,66,76,69,64,62,0,0,233,238,471,0,0,0,0,0.026300000000000004,0.028999999999999998,0,0.0323,0,0,0.0086,0.0168,0.0127,12,38.13,391,1.2,19.759999999999998,23.830000000000002,0,0,8,58.879999999999995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2092,0
2093,11,10,1,1110,111001,304409,0,2,2,52,60,52,37,50,54,45,46,0,0,199,197,396,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33.63,668,0.59,21.35,18.55,84,4.71,9,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2093,0
2094,11,10,1,1110,111001,316404,0,2,1,28,35,38,22,38,24,21,27,0,0,125,108,233,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37.44,214,1.09,6.22,37.44,0,0,5,46.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2094,0
2095,11,10,1,1110,111001,501903,0,3,1,25,20,24,21,16,13,22,11,0,0,87,65,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50.67,30,5.07,3,50.67,0,0,1,152,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2095,1
2096,11,8,1,1108,110801,305846,0,4,1,11,15,18,21,14,16,15,12,0,0,58,64,122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,60,2.03,2,61,0,0,2,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2097,11,9,1,1109,110901,305680,0,2,1,131,94,143,116,124,129,113,128,0,0,511,467,978,0.0992,0.0638,0.021,0.0603,0.0484,0.0078000000000000005,0.0708,0.0156,0,0,0.0587,0.034300000000000004,0.047,18,53.96,315,3.1,10.239999999999998,95.46000000000001,54,18.110000000000003,11,88.91000000000001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2098,11,9,1,1109,110901,501086,0,3,1,9,12,9,14,20,13,7,6,0,0,45,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8.18,130,0.69,15,6,21,4.29,2,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2099,11,9,1,1109,110901,306039,0,2,1,17,9,16,9,8,16,7,11,0,0,48,45,93,0.11760000000000001,0,0.125,0,0,0.0625,0,0,0,0,0.0833,0.022199999999999998,0.05380000000000001,1,70.5,0,0,1.32,70.5,19,4.89,1,93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2100,11,5,3,1105,110503,305847,0,4,1,33,24,14,30,34,44,22,31,0,0,103,129,232,0,0,0,0,0,0,0.0909,0,0,0,0.0194,0,0.0086,2,116,102,2.27,3,77.33,9,25.779999999999998,4,58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2100,0
2101,11,5,3,1105,110503,305677,0,2,1,39,29,25,34,30,23,33,25,0,0,127,111,238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,110,2.15,4.6,51.71,20,11.9,5,47.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2101,0
2102,11,5,3,1105,110503,305674,0,2,1,13,12,14,15,9,8,5,11,0,0,41,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,58,1.49,3.11,28,23,3.7800000000000002,2,43.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2103,11,5,3,1105,110503,305849,0,4,1,18,22,19,14,19,11,13,14,0,0,69,61,130,0,0,0,0,0.05260000000000001,0,0,0,0,0,0.0145,0,0.0077,9,14.44,100,1.3,6,21.67,0,0,3,43.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2103,1
2104,11,5,3,1105,110503,305850,0,4,1,11,21,7,26,13,14,13,16,0,0,44,77,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,6,20.17,0,0,3,40.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2104,0
2105,12,4,1,1204,120401,305826,0,4,1,45,46,41,38,28,32,22,26,0,0,136,142,278,0.022199999999999998,0,0.0244,0.026300000000000004,0.035699999999999996,0.0625,0.0455,0.0385,0,0,0.0294,0.0282,0.0288,2,139,0,0,7,39.71,0,0,4,69.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2106,12,4,2,1204,120402,305841,0,4,1,25,13,15,20,22,15,25,23,0,0,87,71,158,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31.6,26,6.08,2,79,47,3.36,3,52.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2107,12,4,3,1204,120403,304416,0,2,2,13,19,15,18,21,13,19,20,0,0,68,70,138,0,0.05260000000000001,0,0,0,0,0,0,0,0,0,0.0143,0.0072,5,27.6,470,0.29000000000000004,28,4.930000000000001,57,2.42,1,138,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2108,12,4,4,1204,120404,305937,0,4,1,7,13,10,18,11,11,5,6,0,0,33,48,81,0.14290000000000003,0.07690000000000001,0,0,0,0.0909,0,0,0,0,0.0303,0.0417,0.037,2,40.5,50,1.62,8,10.129999999999999,0,0,2,40.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
